BeginDate, Name, Status, ContentType, Size, Time
2018-10-24T09:39:17.444Z,blogs/,200,html,97957,984.930374104854
2018-10-24T09:39:18.138Z,styles?v=721vCPg3PthwA2Z4m49NtVAjkZYCjbBLLWeVfJHCmvY1,200,css,4460,479.672398044961
2018-10-24T09:39:18.139Z,adsbygoogle.js,200,javascript,76763,89.5629642412532
2018-10-24T09:39:18.139Z,CoreStylesWebForms?v=n0hdp8CX3dE-VT9tq2B_ZL9D_eYUPm5morkPP7ML3PQ1,200,css,1568386,715.80510815233
2018-10-24T09:39:18.139Z,Common.css,200,css,49724,198.979501087684
2018-10-24T09:39:18.139Z,Blog.css?LastChanged=636735563756510653,200,css,388413,341.501120856265
2018-10-24T09:39:18.139Z,theme.css?LastChanged=636604171614671386,200,css,9439,282.821584839839
2018-10-24T09:39:18.139Z,survey.css?LastChanged=636604171614157396,200,css,3274,199.716012863442
2018-10-24T09:39:18.139Z,survey.ws.min.css?LastChanged=636758044136902649,200,css,5245,197.386191049824
2018-10-24T09:39:18.139Z,Shims?v=_-uQwK2YdOUQzK2-v1rhMLSsn5byw4AYBJzB5FetCnk1,200,javascript,20554,427.316745196702
2018-10-24T09:39:18.140Z,Core3rdPartyLibs?v=WVt5eQzM1Fa5qM6CbrGIjbudiYpHtSo7uln1zJDtcYY1,200,javascript,140441,577.97402998386
2018-10-24T09:39:18.140Z,Shared?v=ikSpUijDvfJDMwwHcCNBKtw6fvfXxPnG_cj7t2SwS5s1,200,javascript,13620,577.332251984859
2018-10-24T09:39:18.140Z,WebForms?v=3SOPrdlKH5j1cit5uTXls4pbhlM3FybfjxXqm4n2J6Y1,200,javascript,6789,578.012508273358
2018-10-24T09:39:18.140Z,syntaxhighlighter.min.js?Version=3.1.30415.43&LastChanged=636604171614661380,200,javascript,47900,282.580975852208
2018-10-24T09:39:18.140Z,survey.jquery.min.js?Version=3.1.30415.43&LastChanged=636604171614490924,200,javascript,299735,634.588960319059
2018-10-24T09:39:18.140Z,WebResource.axd?d=kuaoWWn4R_PItbD1BFD8OUGx2E_uSp8jJl7lO08bGbi3x8uXxfZxDDNFcnDy_YBJ-FbPrh-tw5guobpDYLhZSYNpL25rgNzlmDrWzXw7cYt-lm3rXifghWIWuF-O3a7qsLZImj5z0mg5o_1igHuyG-TNsAk1&t=635737422551281599,200,javascript,17601,634.110381698236
2018-10-24T09:39:18.140Z,WebResource.axd?d=_5EjOw9-WStxuelnYMhcCbxAfDnEU0YJV2O7VFxN3SLuaBEpPWkbePl_aepMAHCteQ3JKK1RzD2VcLVOU_-0-w5fnY9IofhOWsiuDYfHYcPQ74wR-bOK7fUAcGjYz9SfGPIy1TwRpgkYJzD79cU7hBgcEZ41&t=635737422551281599,200,javascript,17054,634.84877572977
2018-10-24T09:39:18.273Z,widgets.js,200,javascript,94951,65.5733821163885
2018-10-24T09:39:18.273Z,DevExtreme-for-Angular-New-Responsive-Application-Layouts-And-CLI-Tools-blog.png,200,png,12323,498.759284863481
2018-10-24T09:39:18.273Z,Reporting_PictureBox.png,200,png,3322,1575.56186501356
2018-10-24T09:39:18.273Z,CodeRushServer.png,200,png,6016,1588.92233899608
2018-10-24T09:39:18.273Z,CodeRush%20Blog.png,200,png,3983,1585.1256731879
2018-10-24T09:39:18.273Z,Real-time-UI-Updates-and-New-Push-API-blog.png,200,png,14053,1592.84998432896
2018-10-24T09:39:18.273Z,Reporting_VerticalBands.png,200,png,2541,1585.04133500624
2018-10-24T09:39:18.273Z,VisualSignature_500x280.png,200,png,15594,1591.8108363261
2018-10-24T09:39:18.273Z,XPO_async.png,200,png,4502,1594.13510009414
2018-10-24T09:39:18.273Z,DevExtreme-React-Chart-Color-Palettes-and-Pie-Chart-Legends-blog.png,200,png,33656,1587.43435482634
2018-10-24T09:39:18.273Z,thumb.png,200,png,12005,1593.21761885588
2018-10-24T09:39:18.274Z,SharedInit?v=gRp_jcSiFf9SWlOHDnFuypS4FEsDvlwjjq3O_9m8TZE1,200,javascript,664,644.305640059989
2018-10-24T09:39:18.274Z,WebFormsInit?v=jHyvwVnR69V4vyu42qPceKYmEdfXvBl0BGsdB5HhzBc1,200,javascript,389,1272.73444504803
2018-10-24T09:39:18.274Z,scripts?v=SQ_TesfOShSNPo3hSTeI1piD7Kr0yc0JeO3xlBQ_2ss1,200,javascript,3965,1464.51871987968
2018-10-24T09:39:18.621Z,gtm.js?id=GTM-TP4P4KW,200,javascript,94583,811.650696851546
2018-10-24T09:39:18.622Z,common_print.css,200,css,21988,899.715470877243
2018-10-24T09:39:18.629Z,blog_print.css?LastChanged=635737674547595796,200,css,1709,886.926012864336
2018-10-24T09:39:18.641Z,integrator.js?domain=community.devexpress.com,200,javascript,122,69.6844219872728
2018-10-24T09:39:18.642Z,integrator.js?domain=community.devexpress.com,200,javascript,109,66.2883467397187
2018-10-24T09:39:18.643Z,show_ads_impl.js,200,javascript,204720,158.296364979586
2018-10-24T09:39:18.654Z,show_ads_impl.js,200,javascript,204720,169.39833999821
2018-10-24T09:39:18.904Z,css?family=Open+Sans+Condensed:700,200,css,2726,44.7864459257107
2018-10-24T09:39:19.029Z,Search.svg?w=18&h=18,200,svg+xml,805,353.680380709004
2018-10-24T09:39:19.030Z,Account.svg?w=18&h=18,200,svg+xml,985,229.237759992247
2018-10-24T09:39:19.030Z,Cart.svg?w=18&h=18,200,svg+xml,799,229.489944048459
2018-10-24T09:39:19.030Z,Logo.svg?w=122&h=29,200,svg+xml,4030,354.490116815548
2018-10-24T09:39:19.030Z,20years.svg?w=40&h=31,200,svg+xml,2146,267.792421729071
2018-10-24T09:39:19.065Z,Logo.svg?w=152&h=36,200,svg+xml,3988,293.654378687963
2018-10-24T09:39:19.066Z,20years.svg?w=54&h=42,200,svg+xml,2146,245.645794133656
2018-10-24T09:39:19.067Z,z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff0GmDuXMRw.woff2,200,woff2,15892,340.836939002227
2018-10-24T09:39:19.101Z,all.js,200,x-javascript,190967,132.47271185182
2018-10-24T09:39:19.108Z,rss.png,200,png,602,170.745538243325
2018-10-24T09:39:19.238Z,Count,200,json,1,150.798626162577
2018-10-24T09:39:19.263Z,GetQuantity/,200,json,1,172.434426065534
2018-10-24T09:39:19.266Z,tracking.js,200,javascript,226582,142.83132903371
2018-10-24T09:39:19.269Z,?RequestUrl=https%3A%2F%2Fcommunity.devexpress.com%2Fblogs%2F,200,json,1476,151.986662128242
2018-10-24T09:39:19.273Z,ca-pub-5726063780105420.js,200,javascript,68,60.2863741382025
2018-10-24T09:39:19.286Z,zrt_lookup.html,200,html,16392,165.339020816842
2018-10-24T09:39:19.315Z,ads?client=ca-pub-5726063780105420&output=html&adk=2457057904&adf=1725096331&lmt=1540373959&plat=1%3A32776%2C2%3A32776%2C8%3A32776%2C9%3A32776%2C16%3A8388608%2C26%3A32768%2C30%3A1048576&guci=2.2.0.0.2.2.0&format=0x0&url=https%3A%2F%2Fcommunity.devexpress.com%2Fblogs%2F&ea=0&flash=0&pra=5&wgl=1&adsid=NT&dt=1540373958643&bpp=638&bdt=510&fdt=641&idt=189&shv=r20181017&cbv=r20180604&saldr=aa&abxe=1&nras=1&correlator=59597507001&frm=20&pv=2&ga_vid=1236788306.1534347419&ga_sid=1540373959&ga_hid=785537905&ga_fc=0&iag=0&icsg=138223288127&dssz=36&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=1080&u_w=1920&u_ah=1040&u_aw=1920&u_cd=24&u_nplug=3&u_nmime=4&adx=0&ady=0&biw=1063&bih=969&scr_x=0&scr_y=0&eid=4089042%2C21060853%2C21070025&oid=3&rx=0&eae=2&fc=1808&brdim=0%2C0%2C0%2C0%2C1920%2C0%2C1920%2C1040%2C1080%2C969&vis=1&rsz=%7C%7Cs%7C&abl=NS&ppjl=u&fu=16&bc=7&jar=2018-10-24-09&osw_key=3910025986&ifi=0&fsb=1&dtd=669,200,html,603,279.499915094262
2018-10-24T09:39:19.317Z,osd.js,200,javascript,74911,62.5185839042533
2018-10-24T09:39:19.322Z,BackToTop.svg?w=30&h=30,200,svg+xml,763,267.105527093634
2018-10-24T09:39:19.331Z,widget_iframe.d328c7f57390816f2ce8731a90775028.html?origin=https%3A%2F%2Fcommunity.devexpress.com&settingsEndpoint=https%3A%2F%2Fsyndication.twitter.com%2Fsettings,200,html,15065,109.400531190448
2018-10-24T09:39:19.332Z,button.7e70e79397c0c1d312e26417e7f8d53d.js,200,javascript,6910,172.668693217682
2018-10-24T09:39:19.360Z,analytics.js,200,javascript,43233,71.206409167964
2018-10-24T09:39:19.591Z,get_dynamic_config.js?t=1540373959592&referrer=&url=https%3A%2F%2Fcommunity.devexpress.com%2Fblogs%2F&params=CustomerID%3DA359407%26VisitorID%3D6f986e30-bc60-4ae5-97a8-96295aad6091&jsonp=__lc_data_81597,200,json,1292,184.10345221078
2018-10-24T09:39:19.595Z,linkid.js,200,javascript,1569,65.6124199475162
2018-10-24T09:39:19.596Z,ec.js,200,javascript,2779,66.1754910435993
2018-10-24T09:39:19.632Z,settings,200,json,97,427.377324816152
2018-10-24T09:39:19.683Z,__Bz3h5RzMx.js?version=42,200,html,39413,67.4878007890657
2018-10-24T09:39:19.687Z,tweet_button.d328c7f57390816f2ce8731a90775028.en.html,200,html,32903,96.5344930111896
2018-10-24T09:39:19.690Z,tweet_button.d328c7f57390816f2ce8731a90775028.en.html,200,html,32903,137.783321238123
2018-10-24T09:39:19.692Z,tweet_button.d328c7f57390816f2ce8731a90775028.en.html,200,html,32903,237.575422911439
2018-10-24T09:39:19.695Z,tweet_button.d328c7f57390816f2ce8731a90775028.en.html,200,html,32903,304.313356635015
2018-10-24T09:39:19.697Z,tweet_button.d328c7f57390816f2ce8731a90775028.en.html,200,html,32903,307.539149118941
2018-10-24T09:39:19.701Z,tweet_button.d328c7f57390816f2ce8731a90775028.en.html,200,html,32903,310.374559682759
2018-10-24T09:39:19.703Z,tweet_button.d328c7f57390816f2ce8731a90775028.en.html,200,html,32903,250.075612864923
2018-10-24T09:39:19.705Z,tweet_button.d328c7f57390816f2ce8731a90775028.en.html,200,html,32903,387.989442170074
2018-10-24T09:39:19.707Z,tweet_button.d328c7f57390816f2ce8731a90775028.en.html,200,html,32903,347.326379972976
2018-10-24T09:39:19.711Z,tweet_button.d328c7f57390816f2ce8731a90775028.en.html,200,html,32903,347.27170802746
2018-10-24T09:39:19.719Z,collect?v=1&_v=j71&a=785537905&t=pageview&_s=1&dl=https%3A%2F%2Fcommunity.devexpress.com%2Fblogs%2F&ul=en-us&de=UTF-8&dt=Blogs%20%7C%20Developer%20Express%20Inc.&sd=24-bit&sr=1920x1080&vp=1063x969&je=0&_u=SCCAAEAr~&jid=359198991&gjid=161797886&cid=1236788306.1534347419&uid=6f986e30-bc60-4ae5-97a8-96295aad6091&tid=UA-1384678-1&_gid=216338576.1540373437&_r=1&gtm=GafTP4P4KW&cd3=SignedIn&cd4=6f986e30-bc60-4ae5-97a8-96295aad6091&z=1769812424,302,html,0,69.3356221239083
2018-10-24T09:39:19.778Z,get_static_config.0.1916.5.6.326.217.69.12.6.6.5.5.4.js?&jsonp=__lc_data_static_config,200,json,6712,43.8554630544968
2018-10-24T09:39:19.788Z,collect?v=1&aip=1&t=dc&_r=3&tid=UA-1384678-1&cid=1236788306.1534347419&jid=359198991&uid=6f986e30-bc60-4ae5-97a8-96295aad6091&_gid=216338576.1540373437&gjid=161797886&_v=j71&z=1769812424,200,gif,35,184.978685245099
2018-10-24T09:39:19.826Z,localization.en.0.043117e7a56a2e3ea008a802da2a0076_76f923c2eba6a046097594e701072888.js?jsonp=__lc_lang,200,json,7700,41.7454060532618
2018-10-24T09:39:19.857Z,open_chat.cgi?groups=0&embedded=1&newWebserv=undefined&__lc_vv=2&session_id=S1534347419.943e87068b&server=secure.livechatinc.com,200,html,968,352.051708110841
2018-10-24T09:39:19.843Z,chat_widget_init?data=%7B%22script_load_duration_ms%22%3A233%2C%22license_number%22%3A4103151%2C%22lc_version%22%3A%222%22%2C%22chat_widget_type%22%3A%22embedded%22%2C%22timezone_offset%22%3A%22-180%22%2C%22region%22%3A%22dal%22%2C%22script_version%22%3A%2220181018171920%22%2C%22navigation_load_duration_ms%22%3A2387%7D,200,plain,0,290.419484035306
2018-10-24T09:39:20.233Z,embedded.20181018171920.js,200,javascript,475172,114.813475730829
2018-10-24T09:39:20.313Z,jot,302,html,0,461.060532117961
2018-10-24T09:39:20.774Z,jot.html,200,html,80,69.4683552053757
2018-10-24T09:39:20.936Z,livechat-classic_f726105e9a.ttf?uw2fw7,200,octet-stream,3060,143.85442695359
2018-10-24T09:39:20.947Z,like.php?app_id=&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F__Bz3h5RzMx.js%3Fversion%3D42%23cb%3Df12e41e296cae14%26domain%3Dcommunity.devexpress.com%26origin%3Dhttps%253A%252F%252Fcommunity.devexpress.com%252Ff293c93e20c3274%26relation%3Dparent.parent&container_width=0&href=https%3A%2F%2Fcommunity.devexpress.com%2Fblogs%2Fjavascript%2Farchive%2F2018%2F10%2F23%2Fdevextreme-for-angular-new-responsive-application-layouts-and-cli-tools-v18-2.aspx&layout=button_count&locale=en_US&sdk=joey&send=false&show_faces=false&width=100,200,html,59207,555.294785958402
2018-10-24T09:39:20.949Z,like.php?app_id=&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F__Bz3h5RzMx.js%3Fversion%3D42%23cb%3Df22e86ae699211%26domain%3Dcommunity.devexpress.com%26origin%3Dhttps%253A%252F%252Fcommunity.devexpress.com%252Ff293c93e20c3274%26relation%3Dparent.parent&container_width=0&href=https%3A%2F%2Fcommunity.devexpress.com%2Fblogs%2Freporting%2Farchive%2F2018%2F10%2F23%2Freporting-picture-box-enhancements-v18-2.aspx&layout=button_count&locale=en_US&sdk=joey&send=false&show_faces=false&width=100,200,html,59016,333.318613960873
2018-10-24T09:39:20.952Z,like.php?app_id=&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F__Bz3h5RzMx.js%3Fversion%3D42%23cb%3Df25bf14261cf444%26domain%3Dcommunity.devexpress.com%26origin%3Dhttps%253A%252F%252Fcommunity.devexpress.com%252Ff293c93e20c3274%26relation%3Dparent.parent&container_width=0&href=https%3A%2F%2Fcommunity.devexpress.com%2Fblogs%2Fmarkmiller%2Farchive%2F2018%2F10%2F22%2Fintroducing-coderush-server-pre-release.aspx&layout=button_count&locale=en_US&sdk=joey&send=false&show_faces=false&width=100,200,html,59013,388.24684281298
2018-10-24T09:39:20.955Z,like.php?app_id=&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F__Bz3h5RzMx.js%3Fversion%3D42%23cb%3Df2f00d26d449d%26domain%3Dcommunity.devexpress.com%26origin%3Dhttps%253A%252F%252Fcommunity.devexpress.com%252Ff293c93e20c3274%26relation%3Dparent.parent&container_width=0&href=https%3A%2F%2Fcommunity.devexpress.com%2Fblogs%2Fmarkmiller%2Farchive%2F2018%2F10%2F19%2Fcoderush-new-release-v18-1-13-for-visual-studio.aspx&layout=button_count&locale=en_US&sdk=joey&send=false&show_faces=false&width=100,200,html,59063,420.340829186141
2018-10-24T09:39:20.957Z,like.php?app_id=&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F__Bz3h5RzMx.js%3Fversion%3D42%23cb%3Df2f8c52cca70144%26domain%3Dcommunity.devexpress.com%26origin%3Dhttps%253A%252F%252Fcommunity.devexpress.com%252Ff293c93e20c3274%26relation%3Dparent.parent&container_width=0&href=https%3A%2F%2Fcommunity.devexpress.com%2Fblogs%2Fjavascript%2Farchive%2F2018%2F10%2F19%2Fdevextreme-real-time-ui-updates-and-new-push-api-v18-2.aspx&layout=button_count&locale=en_US&sdk=joey&send=false&show_faces=false&width=100,200,html,59092,460.719560082536
2018-10-24T09:39:20.959Z,like.php?app_id=&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F__Bz3h5RzMx.js%3Fversion%3D42%23cb%3Dfdb9c09fcdaa6c%26domain%3Dcommunity.devexpress.com%26origin%3Dhttps%253A%252F%252Fcommunity.devexpress.com%252Ff293c93e20c3274%26relation%3Dparent.parent&container_width=0&href=https%3A%2F%2Fcommunity.devexpress.com%2Fblogs%2Freporting%2Farchive%2F2018%2F10%2F18%2Freporting-vertical-bands-v18-2.aspx&layout=button_count&locale=en_US&sdk=joey&send=false&show_faces=false&width=100,200,html,58966,413.377845018869
2018-10-24T09:39:20.961Z,like.php?app_id=&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F__Bz3h5RzMx.js%3Fversion%3D42%23cb%3Df1dfc30aa1c51a8%26domain%3Dcommunity.devexpress.com%26origin%3Dhttps%253A%252F%252Fcommunity.devexpress.com%252Ff293c93e20c3274%26relation%3Dparent.parent&container_width=0&href=https%3A%2F%2Fcommunity.devexpress.com%2Fblogs%2Foffice%2Farchive%2F2018%2F10%2F17%2Fpdf-document-api-visual-signatures-coming-soon-in-v18-2.aspx&layout=button_count&locale=en_US&sdk=joey&send=false&show_faces=false&width=100,200,html,59055,407.503573994851
2018-10-24T09:39:20.964Z,like.php?app_id=&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F__Bz3h5RzMx.js%3Fversion%3D42%23cb%3Df11e42baad7db3%26domain%3Dcommunity.devexpress.com%26origin%3Dhttps%253A%252F%252Fcommunity.devexpress.com%252Ff293c93e20c3274%26relation%3Dparent.parent&container_width=0&href=https%3A%2F%2Fcommunity.devexpress.com%2Fblogs%2Fxpo%2Farchive%2F2018%2F10%2F16%2Fxpo-async-await-method-support-v18-2.aspx&layout=button_count&locale=en_US&sdk=joey&send=false&show_faces=false&width=100,200,html,58979,314.229756894056
2018-10-24T09:39:20.966Z,like.php?app_id=&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F__Bz3h5RzMx.js%3Fversion%3D42%23cb%3Df1bb63117a5d47%26domain%3Dcommunity.devexpress.com%26origin%3Dhttps%253A%252F%252Fcommunity.devexpress.com%252Ff293c93e20c3274%26relation%3Dparent.parent&container_width=0&href=https%3A%2F%2Fcommunity.devexpress.com%2Fblogs%2Fjavascript%2Farchive%2F2018%2F10%2F16%2Fdevextreme-react-chart-color-palettes-and-pie-chart-legends-v1-8-0.aspx&layout=button_count&locale=en_US&sdk=joey&send=false&show_faces=false&width=100,200,html,59149,704.458569138544
2018-10-24T09:39:20.968Z,like.php?app_id=&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F__Bz3h5RzMx.js%3Fversion%3D42%23cb%3Dfb4af15f5a1794%26domain%3Dcommunity.devexpress.com%26origin%3Dhttps%253A%252F%252Fcommunity.devexpress.com%252Ff293c93e20c3274%26relation%3Dparent.parent&container_width=0&href=https%3A%2F%2Fcommunity.devexpress.com%2Fblogs%2Fanalytics%2Farchive%2F2018%2F10%2F16%2Fwinforms-asp-net-chart-control-built-in-drill-down-v18-2.aspx&layout=button_count&locale=en_US&sdk=joey&send=false&show_faces=false&width=100,200,html,59109,697.713446234353
2018-10-24T09:39:21.234Z,lH1ibRl5GKq.png,200,png,222,176.876431128709
2018-10-24T09:39:21.236Z,HdLd4GQsrHG.js,200,x-javascript,489416,236.323373164749
2018-10-24T09:39:21.305Z,lH1ibRl5GKq.png,200,png,222,360.986374159809
2018-10-24T09:39:21.308Z,HdLd4GQsrHG.js,200,x-javascript,489416,188.010514925234
2018-10-24T09:39:21.321Z,lH1ibRl5GKq.png,200,png,222,345.257437833352
2018-10-24T09:39:21.324Z,HdLd4GQsrHG.js,200,x-javascript,489416,189.460741790244
2018-10-24T09:39:21.401Z,lH1ibRl5GKq.png,200,png,222,265.230427019065
2018-10-24T09:39:21.404Z,HdLd4GQsrHG.js,200,x-javascript,489416,150.524391938699
2018-10-24T09:39:21.415Z,lH1ibRl5GKq.png,200,png,222,251.986547988374
2018-10-24T09:39:21.419Z,HdLd4GQsrHG.js,200,x-javascript,489416,153.441474264255
2018-10-24T09:39:21.432Z,lH1ibRl5GKq.png,200,png,222,234.613411182538
2018-10-24T09:39:21.435Z,HdLd4GQsrHG.js,200,x-javascript,489416,173.131385784829
2018-10-24T09:39:21.463Z,lH1ibRl5GKq.png,200,png,222,203.881412935676
2018-10-24T09:39:21.466Z,HdLd4GQsrHG.js,200,x-javascript,489416,162.580397003796
2018-10-24T09:39:21.474Z,lH1ibRl5GKq.png,200,png,222,193.684298823355
2018-10-24T09:39:21.475Z,HdLd4GQsrHG.js,200,x-javascript,489416,193.601282122778
2018-10-24T09:39:21.714Z,lH1ibRl5GKq.png,200,png,222,66.3654050934128
2018-10-24T09:39:21.717Z,HdLd4GQsrHG.js,200,x-javascript,489416,74.5513882599771
2018-10-24T09:39:21.719Z,lH1ibRl5GKq.png,200,png,222,70.151339050848
2018-10-24T09:39:21.721Z,HdLd4GQsrHG.js,200,x-javascript,489416,73.8494300367311
